Timestamp,total_watt
2016-09-01 00:14:59,34.2875
2016-09-01 00:29:59,32.9875
2016-09-01 00:44:59,29.725
2016-09-01 00:59:59,33.3958
2016-09-01 01:14:59,29.625
2016-09-01 01:29:59,29.1042
2016-09-01 01:44:59,33.0417
2016-09-01 01:59:59,28.3208
2016-09-01 02:14:59,26.8208
2016-09-01 02:29:59,27.5917
2016-09-01 02:44:59,33.6375
2016-09-01 02:59:59,34.1875
2016-09-01 03:14:59,32.2625
2016-09-01 03:29:59,30.2833
2016-09-01 03:44:59,33.2792
2016-09-01 03:59:59,28.7875
2016-09-01 04:14:59,30.0542
2016-09-01 04:29:59,32.425
2016-09-01 04:44:59,27.75
2016-09-01 04:59:59,26.8375
2016-09-01 05:14:59,28.975
2016-09-01 05:29:59,33.7
2016-09-01 05:44:59,34.0958
2016-09-01 05:59:59,31.2917
2016-09-01 06:14:59,31.2583
2016-09-01 06:29:59,32.4833
2016-09-01 06:44:59,28.4292
2016-09-01 06:59:59,38.8
2016-09-01 07:14:59,39.3292
2016-09-01 07:29:59,27.4542
2016-09-01 07:44:59,147.538
2016-09-01 07:59:59,50.9458
2016-09-01 08:14:59,49.0542
2016-09-01 08:29:59,34.05
2016-09-01 08:44:59,30.3125
2016-09-01 08:59:59,33.2625
2016-09-01 09:14:59,35.1042
2016-09-01 09:29:59,31.85
2016-09-01 09:44:59,33.6917
2016-09-01 09:59:59,30.6917
2016-09-01 10:14:59,27.2875
2016-09-01 10:29:59,26.5583
2016-09-01 10:44:59,31.6
2016-09-01 10:59:59,33.9875
2016-09-01 11:14:59,33.8792
2016-09-01 11:29:59,29.3417
2016-09-01 11:44:59,33.0208
2016-09-01 11:59:59,30.9333
2016-09-01 12:14:59,28.2583
2016-09-01 12:29:59,32.7542
2016-09-01 12:44:59,29.7667
2016-09-01 12:59:59,26.9958
2016-09-01 13:14:59,26.5708
2016-09-01 13:29:59,32.8042
2016-09-01 13:44:59,34.15
2016-09-01 13:59:59,33.4125
2016-09-01 14:14:59,29.2708
2016-09-01 14:29:59,33.3917
2016-09-01 14:44:59,30.0958
2016-09-01 14:59:59,28.8625
2016-09-01 15:14:59,32.9083
2016-09-01 15:29:59,28.7667
2016-09-01 15:44:59,26.9292
2016-09-01 15:59:59,27.1625
2016-09-01 16:14:59,33.4625
2016-09-01 16:29:59,34.2125
2016-09-01 16:44:59,32.5875
2016-09-01 16:59:59,29.9875
2016-09-01 17:14:59,33.6542
2016-09-01 17:29:59,32.5542
2016-09-01 17:44:59,33.1792
2016-09-01 17:59:59,36.2042
2016-09-01 18:14:59,140.517
2016-09-01 18:29:59,363.917
2016-09-01 18:44:59,68.3333
2016-09-01 18:59:59,60.5458
2016-09-01 19:14:59,61.3542
2016-09-01 19:29:59,58.6667
2016-09-01 19:44:59,57.7042
2016-09-01 19:59:59,66.1375
2016-09-01 20:14:59,68.0458
2016-09-01 20:29:59,86.3417
2016-09-01 20:44:59,90.5208
2016-09-01 20:59:59,85.9833
2016-09-01 21:14:59,84.6667
2016-09-01 21:29:59,91.6833
2016-09-01 21:44:59,98.5458
2016-09-01 21:59:59,308.913
2016-09-01 22:14:59,434.179
2016-09-01 22:29:59,530.979
2016-09-01 22:44:59,522.812
2016-09-01 22:59:59,461.054
2016-09-01 23:14:59,338.646
2016-09-01 23:29:59,331.217
2016-09-01 23:44:59,267.025
2016-09-01 23:59:59,296.046
2016-09-02 00:14:59,295.95
2016-09-02 00:29:59,296.379
2016-09-02 00:44:59,295.458
2016-09-02 00:59:59,288.225
2016-09-02 01:14:59,193.217
2016-09-02 01:29:59,296.458
2016-09-02 01:44:59,173.404
2016-09-02 01:59:59,293.571
2016-09-02 02:14:59,293.733
2016-09-02 02:29:59,174.454
2016-09-02 02:44:59,204.154
2016-09-02 02:59:59,266.475
2016-09-02 03:14:59,161.546
2016-09-02 03:29:59,222.971
2016-09-02 03:44:59,248.65
2016-09-02 03:59:59,138.254
2016-09-02 04:14:59,186.567
2016-09-02 04:29:59,230.688
2016-09-02 04:44:59,151.446
2016-09-02 04:59:59,139.046
2016-09-02 05:14:59,137.358
2016-09-02 05:29:59,138.692
2016-09-02 05:44:59,105.246
2016-09-02 05:59:59,34.275
2016-09-02 06:14:59,32.85
2016-09-02 06:29:59,29.6833
2016-09-02 06:44:59,38.7125
2016-09-02 06:59:59,46.0875
2016-09-02 07:14:59,32.25
2016-09-02 07:29:59,32.8708
2016-09-02 07:44:59,28.325
2016-09-02 07:59:59,29.4542
2016-09-02 08:14:59,31.3125
2016-09-02 08:29:59,109.883
2016-09-02 08:44:59,35.825
2016-09-02 08:59:59,32.0875
2016-09-02 09:14:59,30.3833
2016-09-02 09:29:59,33.1542
2016-09-02 09:44:59,28.9125
2016-09-02 09:59:59,30.0792
2016-09-02 10:14:59,32.2958
2016-09-02 10:29:59,27.75
2016-09-02 10:44:59,26.9083
2016-09-02 10:59:59,29.0208
2016-09-02 11:14:59,33.7167
2016-09-02 11:29:59,34.0667
2016-09-02 11:44:59,31.1292
2016-09-02 11:59:59,31.2708
2016-09-02 12:14:59,32.5583
2016-09-02 12:29:59,28.475
2016-09-02 12:44:59,31.025
2016-09-02 12:59:59,31.525
2016-09-02 13:14:59,27.55
2016-09-02 13:29:59,26.8083
2016-09-02 13:44:59,30.325
2016-09-02 13:59:59,33.7708
2016-09-02 14:14:59,34.025
2016-09-02 14:29:59,30.1083
2016-09-02 14:44:59,32.2208
2016-09-02 14:59:59,31.7417
2016-09-02 15:14:59,28.1958
2016-09-02 15:29:59,32.0208
2016-09-02 15:44:59,30.6917
2016-09-02 15:59:59,27.3042
2016-09-02 16:14:59,26.5083
2016-09-02 16:29:59,31.6958
2016-09-02 16:44:59,34.0
2016-09-02 16:59:59,33.7792
2016-09-02 17:14:59,29.1542
2016-09-02 17:29:59,33.2583
2016-09-02 17:44:59,30.9333
2016-09-02 17:59:59,28.225
2016-09-02 18:14:59,32.7208
2016-09-02 18:29:59,29.7417
2016-09-02 18:44:59,27.0542
2016-09-02 18:59:59,29.7958
2016-09-02 19:14:59,36.3458
2016-09-02 19:29:59,37.7125
2016-09-02 19:44:59,63.95
2016-09-02 19:59:59,365.667
2016-09-02 20:14:59,133.792
2016-09-02 20:29:59,54.3083
2016-09-02 20:44:59,65.5792
2016-09-02 20:59:59,84.6417
2016-09-02 21:14:59,81.8625
2016-09-02 21:29:59,89.8708
2016-09-02 21:44:59,95.4583
2016-09-02 21:59:59,116.179
2016-09-02 22:14:59,380.087
2016-09-02 22:29:59,537.008
2016-09-02 22:44:59,529.817
2016-09-02 22:59:59,530.117
2016-09-02 23:14:59,460.196
2016-09-02 23:29:59,356.2
2016-09-02 23:44:59,353.767
2016-09-02 23:59:59,272.467
2016-09-03 00:14:59,293.517
2016-09-03 00:29:59,292.237
2016-09-03 00:44:59,295.55
2016-09-03 00:59:59,294.938
2016-09-03 01:14:59,248.021
2016-09-03 01:29:59,236.504
2016-09-03 01:44:59,296.029
2016-09-03 01:59:59,171.992
2016-09-03 02:14:59,292.679
2016-09-03 02:29:59,236.254
2016-09-03 02:44:59,236.646
2016-09-03 02:59:59,174.538
2016-09-03 03:14:59,293.021
2016-09-03 03:29:59,159.7
2016-09-03 03:44:59,182.871
2016-09-03 03:59:59,261.133
2016-09-03 04:14:59,166.413
2016-09-03 04:29:59,147.671
2016-09-03 04:44:59,193.821
2016-09-03 04:59:59,179.467
2016-09-03 05:14:59,178.512
2016-09-03 05:29:59,108.629
2016-09-03 05:44:59,26.5625
2016-09-03 05:59:59,31.1375
2016-09-03 06:14:59,33.9042
2016-09-03 06:29:59,33.7917
2016-09-03 06:44:59,29.6125
2016-09-03 06:59:59,32.8125
2016-09-03 07:14:59,31.3208
2016-09-03 07:29:59,28.0708
2016-09-03 07:44:59,32.5667
2016-09-03 07:59:59,38.7167
2016-09-03 08:14:59,43.575
